2451813|65495|128|6|15377|44|339|1|2|1|79|11.41|18.71|2.80|99.54|221.20|901.39|1478.09|6.08|99.54|121.66|127.74|-779.73
2451813|65495|113|6|15377|44|339|1|1|1|37|63.63|101.17|41.47|46.03|1534.39|2354.31|3743.29|59.53|46.03|1488.36|1547.89|-865.95
2451813|65495|62|6|15377|44|339|1|1|1|99|80.52|137.68|83.98|0.00|8314.02|7971.48|13630.32|0.00|0.00|8314.02|8314.02|342.54
2451813|65495|29|6|15377|44|339|1|1|1|14|57.37|76.30|6.10|0.00|85.40|803.18|1068.20|0.00|0.00|85.40|85.40|-717.78
2451813|65495|115|6|15377|44|339|1|2|1|100|25.08|36.86|0.73|0.00|73.00|2508.00|3686.00|6.57|0.00|73.00|79.57|-2435.00
2451813|65495|104|6|15377|44|339|1|2|1|91|93.48|108.43|93.24|0.00|8484.84|8506.68|9867.13|254.54|0.00|8484.84|8739.38|-21.84
2451813|65495|14|6|15377|44|339|1|1|1|5|10.68|15.91|6.68|0.00|33.40|53.40|79.55|2.33|0.00|33.40|35.73|-20.00
2451813|65495|8|6|15377|44|339|1|3|1|72|84.72|111.83|61.50|0.00|4428.00|6099.84|8051.76|177.12|0.00|4428.00|4605.12|-1671.84
2451813|65495|11|6|15377|44|339|1|1|1|14|11.54|11.77|0.00|0.00|0.00|161.56|164.78|0.00|0.00|0.00|0.00|-161.56
2451813|65495|59|6|15377|44|339|1|3|1|58|4.57|5.34|3.52|0.00|204.16|265.06|309.72|0.00|0.00|204.16|204.16|-60.90
2451813|65495|20|6|15377|44|339|1|1|1|44|31.07|54.99|24.19|0.00|1064.36|1367.08|2419.56|85.14|0.00|1064.36|1149.50|-302.72
2451813|65495|5|6|15377|44|339|1|1|1|88|52.41|63.94|49.23|0.00|4332.24|4612.08|5626.72|259.93|0.00|4332.24|4592.17|-279.84
2451813|65495|19|6|15377|44|339|1|2|1|50|67.71|126.61|87.36|0.00|4368.00|3385.50|6330.50|349.44|0.00|4368.00|4717.44|982.50
2451813|65495|169|6|15377|44|339|1|3|1|65|27.16|52.14|41.19|0.00|2677.35|1765.40|3389.10|214.18|0.00|2677.35|2891.53|911.95
2451524|75316|104|284|2966|64|266|1|1|2|65|93.86|158.62|34.89|0.00|2267.85|6100.90|10310.30|45.35|0.00|2267.85|2313.20|-3833.05
2451524|75316|14|284|2966|64|266|1|2|2|93|35.87|49.14|15.23|0.00|1416.39|3335.91|4570.02|113.31|0.00|1416.39|1529.70|-1919.52
2451524|75316|8|284|2966|64|266|1|3|2|30|2.27|3.83|1.11|0.00|33.30|68.10|114.90|0.00|0.00|33.30|33.30|-34.80
2451524|75316|10|284|2966|64|266|1|2|2|58|53.09|58.39|7.59|0.00|440.22|3079.22|3386.62|0.00|0.00|440.22|440.22|-2639.00
|75316|58|||64||1||2||17.12|19.85||||||19.07|||495.84|
2451524|75316|20|284|2966|64|266|1|3|2|79|88.02|128.50|69.39|4549.90|5481.81|6953.58|10151.50|83.87|4549.90|931.91|1015.78|-6021.67
2451524|75316|4|284|2966|64|266|1|3|2|25|74.26|89.11|35.64|0.00|891.00|1856.50|2227.75|8.91|0.00|891.00|899.91|-965.50
2451524|75316|19|284|2966|64|266|1|3|2|78|65.71|88.70|23.06|341.74|1798.68|5125.38|6918.60|131.12|341.74|1456.94|1588.06|-3668.44
2451524|75316|169|284|2966|64|266|1|2|2|88|64.43|79.89|41.54|0.00|3655.52|5669.84|7030.32|146.22|0.00|3655.52|3801.74|-2014.32
2451524|75316|118|284|2966|64|266|1|3|2|49|6.55|7.86|7.46|0.00|365.54|320.95|385.14|0.00|0.00|365.54|365.54|44.59
2451524|75316|52|284|2966|64|266|1|2|2|4|13.46|15.34|12.57|0.00|50.28|53.84|61.36|4.02|0.00|50.28|54.30|-3.56
2451524|75316|31|284|2966|64|266|1|3|2|74|16.55|17.21|4.47|0.00|330.78|1224.70|1273.54|0.00|0.00|330.78|330.78|-893.92
2451524|75316|121|284|2966|64|266|1|2|2|71|36.01|64.09|3.20|0.00|227.20|2556.71|4550.39|4.54|0.00|227.20|231.74|-2329.51
2451524|75316|152|284|2966|64|266|1|3|2|36|61.23|93.06|11.16|0.00|401.76|2204.28|3350.16|28.12|0.00|401.76|429.88|-1802.52
2451524|75316|103|284|2966|64|266|1|1|2|62|77.97|85.76|79.75|0.00|4944.50|4834.14|5317.12|0.00|0.00|4944.50|4944.50|110.36
2452638|50412|79|47|10132|49|122|1|2|3|82|56.14|111.15|46.68|0.00|3827.76|4603.48|9114.30|306.22|0.00|3827.76|4133.98|-775.72
2452638|50412|138|47|10132|49|122|1|1|3|96|98.02|136.24|104.90|0.00|10070.40|9409.92|13079.04|100.70|0.00|10070.40|10171.10|660.48
||93||||122|1|3|3|||130.66|||3104.46||3527.82|124.17||||
2452638|50412|147|47|10132|49|122|1|3|3|42|97.03|178.53|7.14|0.00|299.88|4075.26|7498.26|17.99|0.00|299.88|317.87|-3775.38
2452638|50412|78|47|10132|49|122|1|2|3|64|74.69|120.25|2.40|0.00|153.60|4780.16|7696.00|3.07|0.00|153.60|156.67|-4626.56
